candidate_id,job_id,role,candidate_skills,recruiter_skills,recruiter_priority_list,recruiter_skill_weights,experience_years
c113,j072,financial analyst,android|ios|figma|networking|firewall|git,ios|java|communication,java|communication|ios,"{""java"": 5, ""communication"": 4, ""ios"": 3}",11
c171,j106,customer support,git|react|marketing|prototyping|sales|embedded,sales|prototyping,sales|prototyping,"{""sales"": 5, ""prototyping"": 4}",8
c143,j192,cybersecurity analyst,ios|firewall|embedded|support|seo|android|java|node,firewall|figma|node|support|seo|android,seo|android|figma|node|firewall|support,"{""seo"": 5, ""android"": 4, ""figma"": 3, ""node"": 2, ""firewall"": 1, ""support"": 1}",3
c128,j050,UI/UX designer,java|ops|embedded,embedded|ops,embedded|ops,"{""embedded"": 5, ""ops"": 4}",8
c112,j106,UI/UX designer,support|crm|sales|prototyping|ux research|react|linux,embedded|android|python,python|android|embedded,"{""python"": 5, ""android"": 4, ""embedded"": 3}",3
c171,j035,marketing analyst,ops|ml|marketing|cloud,support|node|networking,networking|node|support,"{""networking"": 5, ""node"": 4, ""support"": 3}",0
c159,j083,software engineer,support|finance,python|docker|excel|support|finance|sales,excel|sales|support|python|docker|finance,"{""excel"": 5, ""sales"": 4, ""support"": 3, ""python"": 2, ""docker"": 1, ""finance"": 1}",12
c110,j129,customer support,sales|security,security|java|sales,java|security|sales,"{""java"": 5, ""security"": 4, ""sales"": 3}",8
c136,j042,network engineer,firewall|linux|node|figma|support|embedded|ops|excel,prototyping|support|accounting,prototyping|support|accounting,"{""prototyping"": 5, ""support"": 4, ""accounting"": 3}",1
c108,j078,product manager,python|android|crm|ops|finance|git,prototyping|finance|git|android|figma|crm,finance|android|figma|crm|git|prototyping,"{""finance"": 5, ""android"": 4, ""figma"": 3, ""crm"": 2, ""git"": 1, ""prototyping"": 1}",11
c149,j069,customer support,teamwork|android|sales|cloud|ml|excel|firewall,ops|ios|security|sql,security|sql|ios|ops,"{""security"": 5, ""sql"": 4, ""ios"": 3, ""ops"": 2}",7
c095,j107,devops engineer,ops|react|linux|support,linux|ops,linux|ops,"{""linux"": 5, ""ops"": 4}",9
c127,j160,UI/UX designer,seo|sql|c|git|python|ux research,git|prototyping|finance|networking|communication,git|networking|finance|communication|prototyping,"{""git"": 5, ""networking"": 4, ""finance"": 3, ""communication"": 2, ""prototyping"": 1}",4
c164,j009,cybersecurity analyst,linux|support|ml|crm|accounting|seo|c,sales|seo|crm|linux,crm|seo|linux|sales,"{""crm"": 5, ""seo"": 4, ""linux"": 3, ""sales"": 2}",6
c041,j180,financial analyst,ops|react|sql|android|java|docker|c,java|figma|finance|marketing,java|marketing|figma|finance,"{""java"": 5, ""marketing"": 4, ""figma"": 3, ""finance"": 2}",7
c180,j188,cybersecurity analyst,prototyping|react,prototyping|react|finance|python|firewall,firewall|finance|prototyping|python|react,"{""firewall"": 5, ""finance"": 4, ""prototyping"": 3, ""python"": 2, ""react"": 1}",0
c045,j175,software engineer,seo|sql|support|networking|java|ios|node,ios|sql|marketing|networking,marketing|ios|networking|sql,"{""marketing"": 5, ""ios"": 4, ""networking"": 3, ""sql"": 2}",6
c179,j111,devops engineer,c|android|support,ux research|docker|crm|finance|cloud|python,crm|cloud|ux research|docker|python|finance,"{""crm"": 5, ""cloud"": 4, ""ux research"": 3, ""docker"": 2, ""python"": 1, ""finance"": 1}",6
c099,j076,devops engineer,accounting|security|node|c|marketing|figma|communication|support,communication|ios|security|c,ios|security|communication|c,"{""ios"": 5, ""security"": 4, ""communication"": 3, ""c"": 2}",3
c049,j167,data analyst,crm|security|accounting|ios|ml|embedded|ux research|firewall,crm|finance|security|ios|excel|networking,excel|crm|security|ios|finance|networking,"{""excel"": 5, ""crm"": 4, ""security"": 3, ""ios"": 2, ""finance"": 1, ""networking"": 1}",11
c092,j049,network engineer,security|c|figma|ux research|node|sql,sql|ux research|android|teamwork,teamwork|ux research|sql|android,"{""teamwork"": 5, ""ux research"": 4, ""sql"": 3, ""android"": 2}",6
c063,j103,devops engineer,networking|accounting,security|networking|accounting,networking|security|accounting,"{""networking"": 5, ""security"": 4, ""accounting"": 3}",4
c184,j182,financial analyst,support|python|c,support|c|python,c|support|python,"{""c"": 5, ""support"": 4, ""python"": 3}",4
c005,j089,data scientist,java|excel|finance|node|ios|react,sales|crm|support|linux|git,crm|support|linux|git|sales,"{""crm"": 5, ""support"": 4, ""linux"": 3, ""git"": 2, ""sales"": 1}",9
c156,j083,embedded engineer,sales|react,react|security|sales,security|sales|react,"{""security"": 5, ""sales"": 4, ""react"": 3}",10
c171,j005,devops engineer,node|android|finance|seo|security|networking|git,android|finance,android|finance,"{""android"": 5, ""finance"": 4}",12
c177,j046,customer support,excel|teamwork|docker|react|embedded,docker|teamwork|embedded|react|node|excel,react|docker|excel|node|embedded|teamwork,"{""react"": 5, ""docker"": 4, ""excel"": 3, ""node"": 2, ""embedded"": 1, ""teamwork"": 1}",10
c014,j075,customer support,support|git|docker|security|linux|crm|node,security|linux|node|crm,node|crm|security|linux,"{""node"": 5, ""crm"": 4, ""security"": 3, ""linux"": 2}",12
c025,j024,financial analyst,docker|teamwork|seo|git|security,prototyping|java|marketing,prototyping|java|marketing,"{""prototyping"": 5, ""java"": 4, ""marketing"": 3}",1
c100,j159,data scientist,ux research|prototyping|finance,finance|sql|ux research,ux research|finance|sql,"{""ux research"": 5, ""finance"": 4, ""sql"": 3}",3
c111,j084,product manager,docker|finance|networking|figma,sales|accounting|c|marketing|android|seo,marketing|seo|android|accounting|c|sales,"{""marketing"": 5, ""seo"": 4, ""android"": 3, ""accounting"": 2, ""c"": 1, ""sales"": 1}",5
c166,j107,operations associate,networking|firewall|react|ux research|accounting|node,firewall|react|node|accounting|ml|ux research,react|accounting|ux research|node|ml|firewall,"{""react"": 5, ""accounting"": 4, ""ux research"": 3, ""node"": 2, ""ml"": 1, ""firewall"": 1}",5
c172,j191,HR coordinator,excel|embedded|finance|docker|sql|react|ml|support,sql|security,sql|security,"{""sql"": 5, ""security"": 4}",10
c064,j090,devops engineer,android|sales|seo,figma|crm,crm|figma,"{""crm"": 5, ""figma"": 4}",0
c179,j089,operations associate,finance|ios|accounting,sql|c|firewall|docker|security|communication,security|c|sql|firewall|docker|communication,"{""security"": 5, ""c"": 4, ""sql"": 3, ""firewall"": 2, ""docker"": 1, ""communication"": 1}",8
c003,j003,UI/UX designer,support|java|accounting,c|sql|accounting|java|support|prototyping,accounting|support|c|prototyping|sql|java,"{""accounting"": 5, ""support"": 4, ""c"": 3, ""prototyping"": 2, ""sql"": 1, ""java"": 1}",7
c110,j025,operations associate,crm|seo|git|networking|sql|java|python,seo|python|sql|java|crm|git,git|java|sql|crm|seo|python,"{""git"": 5, ""java"": 4, ""sql"": 3, ""crm"": 2, ""seo"": 1, ""python"": 1}",11
c021,j117,financial analyst,communication|support|ops|finance|sales|crm,excel|networking|linux,networking|excel|linux,"{""networking"": 5, ""excel"": 4, ""linux"": 3}",6
c111,j107,devops engineer,support|android|finance|embedded|excel|react|ops,android|embedded|ops,android|embedded|ops,"{""android"": 5, ""embedded"": 4, ""ops"": 3}",1
c026,j006,UI/UX designer,teamwork|ops|seo|marketing|ml|android|finance|sales,accounting|seo|marketing|ml,seo|marketing|ml|accounting,"{""seo"": 5, ""marketing"": 4, ""ml"": 3, ""accounting"": 2}",12
c181,j081,embedded engineer,ios|c,ios|support|c|java|embedded,support|ios|c|java|embedded,"{""support"": 5, ""ios"": 4, ""c"": 3, ""java"": 2, ""embedded"": 1}",0
c199,j042,UI/UX designer,finance|ops|seo,finance|node|seo|ops,node|seo|ops|finance,"{""node"": 5, ""seo"": 4, ""ops"": 3, ""finance"": 2}",3
c112,j155,mobile developer,finance|sql|seo|ux research|docker|c|networking,docker|sql|c,docker|c|sql,"{""docker"": 5, ""c"": 4, ""sql"": 3}",6
c092,j176,cybersecurity analyst,marketing|docker|seo,marketing|seo|docker,seo|docker|marketing,"{""seo"": 5, ""docker"": 4, ""marketing"": 3}",11
c153,j037,operations associate,linux|support|java,linux|support|java|android|ops|accounting,support|java|android|linux|ops|accounting,"{""support"": 5, ""java"": 4, ""android"": 3, ""linux"": 2, ""ops"": 1, ""accounting"": 1}",1
c088,j033,operations associate,marketing|prototyping|accounting,crm|support|sql|sales|ios|ops,ios|crm|sales|ops|support|sql,"{""ios"": 5, ""crm"": 4, ""sales"": 3, ""ops"": 2, ""support"": 1, ""sql"": 1}",9
c030,j179,network engineer,linux|support|react|sql|seo|ml,linux|prototyping|ml|react,react|prototyping|ml|linux,"{""react"": 5, ""prototyping"": 4, ""ml"": 3, ""linux"": 2}",6
c011,j087,HR coordinator,java|sales|support|networking|c|figma,support|networking|figma|sales,figma|networking|support|sales,"{""figma"": 5, ""networking"": 4, ""support"": 3, ""sales"": 2}",10
c083,j197,product manager,linux|c,node|linux|ux research|c|git,node|ux research|git|c|linux,"{""node"": 5, ""ux research"": 4, ""git"": 3, ""c"": 2, ""linux"": 1}",9
c165,j090,cybersecurity analyst,prototyping|networking|figma|communication,android|firewall|node|ml,ml|node|android|firewall,"{""ml"": 5, ""node"": 4, ""android"": 3, ""firewall"": 2}",11
c157,j193,product manager,python|node|finance|support|crm,ux research|marketing|ml|git|embedded|python,ml|git|embedded|ux research|python|marketing,"{""ml"": 5, ""git"": 4, ""embedded"": 3, ""ux research"": 2, ""python"": 1, ""marketing"": 1}",10
c123,j175,network engineer,security|networking|ios|react|embedded|java|marketing|firewall,firewall|security|c,c|security|firewall,"{""c"": 5, ""security"": 4, ""firewall"": 3}",10
c008,j029,devops engineer,networking|teamwork,linux|seo|teamwork|networking|ios|cloud,teamwork|seo|linux|cloud|networking|ios,"{""teamwork"": 5, ""seo"": 4, ""linux"": 3, ""cloud"": 2, ""networking"": 1, ""ios"": 1}",1
c051,j120,devops engineer,marketing|communication|embedded|ml,teamwork|ml|communication|security|marketing|embedded,ml|communication|security|marketing|teamwork|embedded,"{""ml"": 5, ""communication"": 4, ""security"": 3, ""marketing"": 2, ""teamwork"": 1, ""embedded"": 1}",0
c117,j057,data scientist,crm|prototyping|marketing,security|ops|node,node|security|ops,"{""node"": 5, ""security"": 4, ""ops"": 3}",11
c186,j197,product manager,cloud|accounting|embedded|figma|support|git|prototyping,linux|embedded|cloud|prototyping|support,linux|support|prototyping|cloud|embedded,"{""linux"": 5, ""support"": 4, ""prototyping"": 3, ""cloud"": 2, ""embedded"": 1}",3
c147,j145,UI/UX designer,support|react|docker|ios|linux|node,docker|support|react|linux|figma|ml,react|ml|linux|figma|docker|support,"{""react"": 5, ""ml"": 4, ""linux"": 3, ""figma"": 2, ""docker"": 1, ""support"": 1}",5
c168,j078,financial analyst,linux|android|git|sql|python|ux research,docker|ios|prototyping,ios|prototyping|docker,"{""ios"": 5, ""prototyping"": 4, ""docker"": 3}",12
c101,j189,operations associate,react|teamwork,prototyping|excel|finance|react|support|teamwork,react|finance|support|excel|prototyping|teamwork,"{""react"": 5, ""finance"": 4, ""support"": 3, ""excel"": 2, ""prototyping"": 1, ""teamwork"": 1}",6
c179,j009,embedded engineer,seo|cloud|prototyping|finance|embedded|figma,embedded|finance|android|sales|c,embedded|finance|c|sales|android,"{""embedded"": 5, ""finance"": 4, ""c"": 3, ""sales"": 2, ""android"": 1}",9
c160,j066,mobile developer,ml|firewall|sql|ios,sql|ml,ml|sql,"{""ml"": 5, ""sql"": 4}",9
c073,j097,cybersecurity analyst,sales|cloud|android|c|accounting|finance,sales|git|cloud|android,cloud|git|sales|android,"{""cloud"": 5, ""git"": 4, ""sales"": 3, ""android"": 2}",5
c053,j132,marketing analyst,marketing|node,ml|linux|react|node,node|linux|react|ml,"{""node"": 5, ""linux"": 4, ""react"": 3, ""ml"": 2}",12
c153,j106,embedded engineer,react|sales|support|communication|node|git,sales|communication|crm|git,communication|git|sales|crm,"{""communication"": 5, ""git"": 4, ""sales"": 3, ""crm"": 2}",9
c168,j118,network engineer,security|git|ml|accounting|support|java|figma|cloud,seo|react|android|firewall,seo|react|android|firewall,"{""seo"": 5, ""react"": 4, ""android"": 3, ""firewall"": 2}",8
c059,j047,HR coordinator,accounting|crm|sales|figma|c|ml|security,ux research|ml,ml|ux research,"{""ml"": 5, ""ux research"": 4}",5
c038,j116,software engineer,ios|teamwork|node,node|ios|teamwork,node|ios|teamwork,"{""node"": 5, ""ios"": 4, ""teamwork"": 3}",6
c123,j087,product manager,crm|finance|linux|figma|marketing|ops,ios|sales|embedded|communication,communication|embedded|sales|ios,"{""communication"": 5, ""embedded"": 4, ""sales"": 3, ""ios"": 2}",9
c014,j088,software engineer,communication|prototyping|python|react|ops,ops|prototyping|teamwork|networking|python,ops|prototyping|teamwork|networking|python,"{""ops"": 5, ""prototyping"": 4, ""teamwork"": 3, ""networking"": 2, ""python"": 1}",7
c064,j177,marketing analyst,security|teamwork|python,java|python|teamwork|security,teamwork|security|python|java,"{""teamwork"": 5, ""security"": 4, ""python"": 3, ""java"": 2}",11
c106,j077,embedded engineer,ml|embedded,embedded|prototyping|ios|sales|seo|ml,embedded|prototyping|ios|ml|seo|sales,"{""embedded"": 5, ""prototyping"": 4, ""ios"": 3, ""ml"": 2, ""seo"": 1, ""sales"": 1}",3
c005,j014,product manager,android|python,python|docker|android,android|python|docker,"{""android"": 5, ""python"": 4, ""docker"": 3}",1
c081,j106,product manager,docker|python|cloud|ops|figma,cloud|figma,figma|cloud,"{""figma"": 5, ""cloud"": 4}",12
c085,j091,data analyst,networking|finance|ops|support|python|communication,support|react|security|python,support|react|security|python,"{""support"": 5, ""react"": 4, ""security"": 3, ""python"": 2}",7
c127,j176,embedded engineer,support|cloud|accounting|git|communication|java|embedded|linux,linux|accounting|embedded|git|java,embedded|java|linux|accounting|git,"{""embedded"": 5, ""java"": 4, ""linux"": 3, ""accounting"": 2, ""git"": 1}",6
c194,j031,embedded engineer,docker|java|communication|react|c|networking|firewall|cloud,networking|android|c|node|support|firewall,node|networking|c|support|firewall|android,"{""node"": 5, ""networking"": 4, ""c"": 3, ""support"": 2, ""firewall"": 1, ""android"": 1}",1
c191,j164,mobile developer,ops|seo|cloud|networking|c,marketing|firewall|python|figma|finance|android,android|marketing|python|finance|firewall|figma,"{""android"": 5, ""marketing"": 4, ""python"": 3, ""finance"": 2, ""firewall"": 1, ""figma"": 1}",10
c103,j019,customer support,excel|sql|teamwork,sql|teamwork|figma|ops|embedded|excel,excel|sql|ops|embedded|teamwork|figma,"{""excel"": 5, ""sql"": 4, ""ops"": 3, ""embedded"": 2, ""teamwork"": 1, ""figma"": 1}",1
c124,j100,customer support,docker|networking|communication,figma|embedded|networking|android|docker|communication,networking|docker|communication|embedded|android|figma,"{""networking"": 5, ""docker"": 4, ""communication"": 3, ""embedded"": 2, ""android"": 1, ""figma"": 1}",2
c177,j082,devops engineer,ops|python|sql|support|docker|linux,docker|support,docker|support,"{""docker"": 5, ""support"": 4}",0
c027,j191,customer support,java|seo,seo|support,seo|support,"{""seo"": 5, ""support"": 4}",4
c051,j092,operations associate,firewall|support,sales|firewall|support,support|firewall|sales,"{""support"": 5, ""firewall"": 4, ""sales"": 3}",0
c141,j114,mobile developer,java|support|android|git|ux research|networking|firewall,git|firewall,git|firewall,"{""git"": 5, ""firewall"": 4}",1
c116,j187,data scientist,excel|sql|ops|node|embedded|firewall,sql|node|git|excel|ops,git|node|excel|sql|ops,"{""git"": 5, ""node"": 4, ""excel"": 3, ""sql"": 2, ""ops"": 1}",1
c022,j016,devops engineer,ml|security|accounting,accounting|security|seo|ml|docker,accounting|ml|seo|docker|security,"{""accounting"": 5, ""ml"": 4, ""seo"": 3, ""docker"": 2, ""security"": 1}",7
c013,j147,HR coordinator,figma|embedded|ios|support|seo,figma|ios|support|networking|seo|embedded,ios|embedded|networking|support|seo|figma,"{""ios"": 5, ""embedded"": 4, ""networking"": 3, ""support"": 2, ""seo"": 1, ""figma"": 1}",0
c044,j113,HR coordinator,accounting|embedded|support|crm|linux|android,crm|linux|embedded,embedded|crm|linux,"{""embedded"": 5, ""crm"": 4, ""linux"": 3}",7
c198,j039,financial analyst,security|embedded|android|firewall,excel|embedded|docker|communication|sales,sales|communication|embedded|docker|excel,"{""sales"": 5, ""communication"": 4, ""embedded"": 3, ""docker"": 2, ""excel"": 1}",2
c002,j150,mobile developer,support|prototyping|figma|crm|react|cloud|android,support|android,android|support,"{""android"": 5, ""support"": 4}",1
c163,j053,UI/UX designer,security|ux research,cloud|docker|react|java,docker|java|react|cloud,"{""docker"": 5, ""java"": 4, ""react"": 3, ""cloud"": 2}",9
c054,j180,product manager,c|embedded|excel|crm|java|git,ios|c|excel|java|embedded,c|ios|embedded|excel|java,"{""c"": 5, ""ios"": 4, ""embedded"": 3, ""excel"": 2, ""java"": 1}",12
c038,j061,embedded engineer,support|accounting|finance|docker|firewall|embedded,finance|docker|firewall|accounting|sql,accounting|sql|firewall|docker|finance,"{""accounting"": 5, ""sql"": 4, ""firewall"": 3, ""docker"": 2, ""finance"": 1}",10
c057,j051,HR coordinator,crm|prototyping|ml,prototyping|crm|android|ml|node|marketing,prototyping|node|crm|android|marketing|ml,"{""prototyping"": 5, ""node"": 4, ""crm"": 3, ""android"": 2, ""marketing"": 1, ""ml"": 1}",4
c016,j080,devops engineer,ml|cloud|ux research|marketing|git|sql,ux research|cloud|marketing,cloud|marketing|ux research,"{""cloud"": 5, ""marketing"": 4, ""ux research"": 3}",1
c192,j013,devops engineer,figma|networking|ios|c|prototyping|java|cloud,java|prototyping|cloud|c|teamwork,java|cloud|teamwork|c|prototyping,"{""java"": 5, ""cloud"": 4, ""teamwork"": 3, ""c"": 2, ""prototyping"": 1}",1
c006,j089,network engineer,finance|c,finance|c,c|finance,"{""c"": 5, ""finance"": 4}",6
c127,j057,data analyst,communication|react|security|sql|embedded|cloud|crm|seo,security|seo|sql,seo|security|sql,"{""seo"": 5, ""security"": 4, ""sql"": 3}",7
c016,j172,embedded engineer,prototyping|ml|finance|teamwork,teamwork|finance|prototyping|security|ml|figma,prototyping|finance|ml|teamwork|figma|security,"{""prototyping"": 5, ""finance"": 4, ""ml"": 3, ""teamwork"": 2, ""figma"": 1, ""security"": 1}",2
c004,j061,product manager,crm|firewall|ux research,crm|docker|firewall|finance|ux research,ux research|finance|firewall|docker|crm,"{""ux research"": 5, ""finance"": 4, ""firewall"": 3, ""docker"": 2, ""crm"": 1}",1
c176,j113,operations associate,prototyping|firewall|git|ops,git|prototyping|ops,ops|prototyping|git,"{""ops"": 5, ""prototyping"": 4, ""git"": 3}",4
c116,j126,mobile developer,finance|marketing|security|node|firewall|sales|teamwork,teamwork|sales|node,node|teamwork|sales,"{""node"": 5, ""teamwork"": 4, ""sales"": 3}",3
c186,j070,embedded engineer,react|support,seo|react,react|seo,"{""react"": 5, ""seo"": 4}",4
c180,j189,data scientist,crm|excel|security|c|java|communication|python|ios,c|crm|finance|excel|java|teamwork,excel|c|crm|java|finance|teamwork,"{""excel"": 5, ""c"": 4, ""crm"": 3, ""java"": 2, ""finance"": 1, ""teamwork"": 1}",10
c133,j061,data analyst,figma|embedded|marketing,prototyping|security|support|ux research|linux,support|linux|security|prototyping|ux research,"{""support"": 5, ""linux"": 4, ""security"": 3, ""prototyping"": 2, ""ux research"": 1}",6
c140,j049,embedded engineer,marketing|java|ux research|security|ios|cloud|seo|docker,linux|support|ml|security,linux|ml|support|security,"{""linux"": 5, ""ml"": 4, ""support"": 3, ""security"": 2}",12
c106,j152,data analyst,git|seo|cloud|java|ios,git|java,git|java,"{""git"": 5, ""java"": 4}",6
c096,j106,mobile developer,seo|android|marketing|sql|react,seo|java|security|node|sql,seo|sql|java|node|security,"{""seo"": 5, ""sql"": 4, ""java"": 3, ""node"": 2, ""security"": 1}",2
c167,j058,network engineer,docker|node|git|sql|android,networking|seo|embedded,networking|seo|embedded,"{""networking"": 5, ""seo"": 4, ""embedded"": 3}",5
c008,j125,embedded engineer,sales|python|security|networking|teamwork|seo|ux research|android,security|python|sales|android|teamwork,android|python|teamwork|sales|security,"{""android"": 5, ""python"": 4, ""teamwork"": 3, ""sales"": 2, ""security"": 1}",8
c005,j027,product manager,communication|marketing|embedded|linux|python,java|python|linux|communication|marketing,java|marketing|communication|python|linux,"{""java"": 5, ""marketing"": 4, ""communication"": 3, ""python"": 2, ""linux"": 1}",2
c102,j075,operations associate,ios|firewall,ios|seo|firewall|ops|git,ops|git|seo|firewall|ios,"{""ops"": 5, ""git"": 4, ""seo"": 3, ""firewall"": 2, ""ios"": 1}",0
c116,j097,operations associate,ios|sales|accounting|linux|node|ops,git|c|marketing|support,git|marketing|c|support,"{""git"": 5, ""marketing"": 4, ""c"": 3, ""support"": 2}",7
c200,j094,mobile developer,cloud|excel|prototyping,excel|c|sql|prototyping|cloud|seo,excel|cloud|sql|prototyping|c|seo,"{""excel"": 5, ""cloud"": 4, ""sql"": 3, ""prototyping"": 2, ""c"": 1, ""seo"": 1}",8
c062,j030,software engineer,support|communication|ios|embedded|sql|react|firewall|accounting,ios|firewall|accounting,ios|accounting|firewall,"{""ios"": 5, ""accounting"": 4, ""firewall"": 3}",9
c055,j172,network engineer,figma|sales|ops|support|accounting,sales|accounting|support|ops,sales|support|accounting|ops,"{""sales"": 5, ""support"": 4, ""accounting"": 3, ""ops"": 2}",5
c193,j045,product manager,communication|android|teamwork|security,linux|react|sql,linux|react|sql,"{""linux"": 5, ""react"": 4, ""sql"": 3}",6
c091,j131,mobile developer,ios|marketing|linux|java|finance|teamwork|sales|ops,seo|crm|communication|python|prototyping,seo|python|prototyping|communication|crm,"{""seo"": 5, ""python"": 4, ""prototyping"": 3, ""communication"": 2, ""crm"": 1}",2
c067,j200,network engineer,seo|finance|cloud|figma|node|ops,ops|ux research|finance|node,ux research|finance|node|ops,"{""ux research"": 5, ""finance"": 4, ""node"": 3, ""ops"": 2}",11
c009,j005,software engineer,node|communication|ios|ux research|docker|marketing|embedded|crm,crm|ios|node|cloud,cloud|ios|crm|node,"{""cloud"": 5, ""ios"": 4, ""crm"": 3, ""node"": 2}",4
c008,j059,HR coordinator,excel|node|python,security|python|excel|node|prototyping|seo,excel|prototyping|seo|python|node|security,"{""excel"": 5, ""prototyping"": 4, ""seo"": 3, ""python"": 2, ""node"": 1, ""security"": 1}",4
c043,j189,network engineer,security|seo|networking|ux research,networking|communication|ux research|security|seo,ux research|security|seo|networking|communication,"{""ux research"": 5, ""security"": 4, ""seo"": 3, ""networking"": 2, ""communication"": 1}",4
c004,j175,cybersecurity analyst,crm|ios|figma,crm|linux,linux|crm,"{""linux"": 5, ""crm"": 4}",5
c076,j125,operations associate,finance|networking|prototyping|ops,ops|java|finance|networking|prototyping|communication,java|communication|finance|networking|prototyping|ops,"{""java"": 5, ""communication"": 4, ""finance"": 3, ""networking"": 2, ""prototyping"": 1, ""ops"": 1}",0
c047,j156,mobile developer,ios|ml|sales,ios|ml|finance|python|networking|sales,finance|ml|sales|ios|python|networking,"{""finance"": 5, ""ml"": 4, ""sales"": 3, ""ios"": 2, ""python"": 1, ""networking"": 1}",3
c113,j137,mobile developer,networking|communication,communication|ios,communication|ios,"{""communication"": 5, ""ios"": 4}",7
c012,j155,data scientist,finance|ux research,communication|embedded|finance|marketing|ux research,ux research|finance|embedded|marketing|communication,"{""ux research"": 5, ""finance"": 4, ""embedded"": 3, ""marketing"": 2, ""communication"": 1}",9
c181,j138,devops engineer,java|accounting|docker|c|marketing|git,marketing|docker|git|c|java|sales,docker|marketing|c|git|sales|java,"{""docker"": 5, ""marketing"": 4, ""c"": 3, ""git"": 2, ""sales"": 1, ""java"": 1}",5
c050,j071,financial analyst,android|sales|security|ios|prototyping|git,figma|ios|security,figma|security|ios,"{""figma"": 5, ""security"": 4, ""ios"": 3}",11
c147,j164,HR coordinator,crm|react|accounting|firewall|cloud|finance,git|accounting|c|ux research|embedded|firewall,accounting|ux research|git|embedded|c|firewall,"{""accounting"": 5, ""ux research"": 4, ""git"": 3, ""embedded"": 2, ""c"": 1, ""firewall"": 1}",4
c074,j080,data analyst,networking|crm|sql|node|security|support|ops,node|python|ops|security|networking,security|python|ops|networking|node,"{""security"": 5, ""python"": 4, ""ops"": 3, ""networking"": 2, ""node"": 1}",1
c055,j049,UI/UX designer,sales|sql,teamwork|linux|marketing,linux|teamwork|marketing,"{""linux"": 5, ""teamwork"": 4, ""marketing"": 3}",10
c004,j165,customer support,teamwork|figma|security|sales|sql,sql|teamwork|figma|ml|sales|security,teamwork|security|sales|sql|ml|figma,"{""teamwork"": 5, ""security"": 4, ""sales"": 3, ""sql"": 2, ""ml"": 1, ""figma"": 1}",5
c084,j094,mobile developer,react|finance|git,figma|seo|node|communication|excel,node|seo|communication|excel|figma,"{""node"": 5, ""seo"": 4, ""communication"": 3, ""excel"": 2, ""figma"": 1}",3
c179,j167,financial analyst,docker|security|accounting|networking|seo,support|firewall|ux research|linux,ux research|linux|firewall|support,"{""ux research"": 5, ""linux"": 4, ""firewall"": 3, ""support"": 2}",12
c034,j070,financial analyst,python|support|accounting|firewall|ux research|docker,firewall|ux research|support,firewall|support|ux research,"{""firewall"": 5, ""support"": 4, ""ux research"": 3}",3
c047,j185,UI/UX designer,teamwork|accounting,teamwork|sales|finance|support|accounting|ux research,ux research|finance|teamwork|sales|accounting|support,"{""ux research"": 5, ""finance"": 4, ""teamwork"": 3, ""sales"": 2, ""accounting"": 1, ""support"": 1}",0
c148,j176,marketing analyst,docker|ux research|security|linux|prototyping|git|java|react,android|finance|embedded|networking|sales,sales|finance|networking|android|embedded,"{""sales"": 5, ""finance"": 4, ""networking"": 3, ""android"": 2, ""embedded"": 1}",7
c176,j020,embedded engineer,cloud|excel|teamwork|c|ops|docker|linux,excel|ops|linux|cloud|git|teamwork,cloud|ops|excel|linux|teamwork|git,"{""cloud"": 5, ""ops"": 4, ""excel"": 3, ""linux"": 2, ""teamwork"": 1, ""git"": 1}",4
c128,j006,software engineer,ios|support|java|embedded|android,linux|embedded,embedded|linux,"{""embedded"": 5, ""linux"": 4}",1
c005,j157,embedded engineer,finance|c|crm|ios|marketing|excel|accounting,excel|finance,excel|finance,"{""excel"": 5, ""finance"": 4}",7
c082,j106,customer support,docker|sql|marketing|ios|react|java,finance|communication|c|accounting|figma,c|communication|figma|accounting|finance,"{""c"": 5, ""communication"": 4, ""figma"": 3, ""accounting"": 2, ""finance"": 1}",8
c166,j054,data scientist,ux research|sales|python|security|networking,ios|excel,excel|ios,"{""excel"": 5, ""ios"": 4}",3
c093,j181,devops engineer,ops|support|seo|python,java|node|support|ops|finance|android,support|finance|node|android|ops|java,"{""support"": 5, ""finance"": 4, ""node"": 3, ""android"": 2, ""ops"": 1, ""java"": 1}",3
c011,j150,data analyst,prototyping|cloud|marketing|git,git|marketing|cloud,cloud|marketing|git,"{""cloud"": 5, ""marketing"": 4, ""git"": 3}",8
c046,j058,UI/UX designer,docker|ios|git|linux|communication|excel,excel|node|communication|sql,communication|excel|node|sql,"{""communication"": 5, ""excel"": 4, ""node"": 3, ""sql"": 2}",7
c015,j040,customer support,ios|figma|ml|support|prototyping|python,seo|ux research|git|finance|sales,ux research|finance|sales|seo|git,"{""ux research"": 5, ""finance"": 4, ""sales"": 3, ""seo"": 2, ""git"": 1}",10
c087,j144,UI/UX designer,figma|marketing,figma|node|marketing,figma|node|marketing,"{""figma"": 5, ""node"": 4, ""marketing"": 3}",5
c124,j019,embedded engineer,python|ios|accounting|embedded|ux research|support,support|accounting|ux research,accounting|support|ux research,"{""accounting"": 5, ""support"": 4, ""ux research"": 3}",1
c040,j182,HR coordinator,finance|ml|seo|docker|git|sales,finance|sales|android|docker|accounting|ml,android|docker|accounting|finance|sales|ml,"{""android"": 5, ""docker"": 4, ""accounting"": 3, ""finance"": 2, ""sales"": 1, ""ml"": 1}",7
