candidate_id,job_id,role,candidate_skills_list,recruiter_priority_list,recruiter_skill_weights_dict,experience_years
c085,j129,marketing analyst,"['embedded', 'crm', 'java', 'accounting', 'git', 'python']","['support', 'marketing', 'sql']","{'support': 5, 'marketing': 4, 'sql': 3}",4
c152,j085,data analyst,"['embedded', 'accounting', 'crm', 'figma']","['accounting', 'figma', 'embedded', 'networking']","{'accounting': 5, 'figma': 4, 'embedded': 3, 'networking': 2}",0
c006,j014,network engineer,"['teamwork', 'networking', 'figma', 'python', 'accounting', 'security']","['linux', 'android', 'ops']","{'linux': 5, 'android': 4, 'ops': 3}",5
c182,j068,financial analyst,"['teamwork', 'figma', 'c', 'seo']","['linux', 'communication']","{'linux': 5, 'communication': 4}",12
c167,j165,software engineer,"['security', 'java', 'cloud']","['excel', 'cloud', 'security', 'java']","{'excel': 5, 'cloud': 4, 'security': 3, 'java': 2}",5
c060,j049,software engineer,"['excel', 'ios', 'git', 'teamwork', 'react', 'python', 'linux']","['embedded', 'prototyping', 'firewall', 'android', 'ops']","{'embedded': 5, 'prototyping': 4, 'firewall': 3, 'android': 2, 'ops': 1}",4
c168,j161,embedded engineer,"['linux', 'excel', 'embedded']","['excel', 'linux', 'marketing', 'embedded']","{'excel': 5, 'linux': 4, 'marketing': 3, 'embedded': 2}",4
c128,j112,mobile developer,"['ops', 'seo', 'ux research', 'prototyping', 'finance', 'ml']","['marketing', 'seo', 'ops', 'finance']","{'marketing': 5, 'seo': 4, 'ops': 3, 'finance': 2}",11
c074,j035,embedded engineer,"['firewall', 'excel', 'embedded']","['node', 'java', 'security', 'android', 'react']","{'node': 5, 'java': 4, 'security': 3, 'android': 2, 'react': 1}",7
c033,j102,network engineer,"['linux', 'finance', 'ml', 'excel']","['c', 'embedded', 'excel', 'finance', 'security', 'seo']","{'c': 5, 'embedded': 4, 'excel': 3, 'finance': 2, 'security': 1, 'seo': 1}",2
c155,j178,ui/ux designer,"['java', 'react']","['docker', 'cloud', 'embedded', 'teamwork']","{'docker': 5, 'cloud': 4, 'embedded': 3, 'teamwork': 2}",6
c022,j092,marketing analyst,"['java', 'seo', 'python', 'sql', 'security', 'crm', 'linux']","['react', 'security']","{'react': 5, 'security': 4}",2
c059,j155,marketing analyst,"['java', 'git', 'linux', 'ml', 'prototyping']","['java', 'git', 'ml', 'linux', 'prototyping']","{'java': 5, 'git': 4, 'ml': 3, 'linux': 2, 'prototyping': 1}",6
c169,j061,ui/ux designer,"['finance', 'react', 'linux', 'support']","['excel', 'sales']","{'excel': 5, 'sales': 4}",8
c125,j197,data scientist,"['accounting', 'embedded', 'python', 'communication']","['communication', 'accounting', 'embedded']","{'communication': 5, 'accounting': 4, 'embedded': 3}",10
c062,j189,operations associate,"['ios', 'ux research', 'communication', 'teamwork', 'support', 'security', 'node']","['linux', 'teamwork', 'c']","{'linux': 5, 'teamwork': 4, 'c': 3}",8
c060,j062,embedded engineer,"['java', 'node']","['android', 'react']","{'android': 5, 'react': 4}",0
c121,j146,data analyst,"['seo', 'prototyping', 'ux research']","['seo', 'ux research']","{'seo': 5, 'ux research': 4}",4
c045,j084,mobile developer,"['git', 'sql', 'support']","['docker', 'sql', 'node']","{'docker': 5, 'sql': 4, 'node': 3}",9
c181,j108,customer support,"['excel', 'ios', 'linux', 'cloud', 'firewall']","['ios', 'support', 'excel']","{'ios': 5, 'support': 4, 'excel': 3}",5
c120,j190,data analyst,"['marketing', 'c', 'docker', 'communication', 'firewall', 'android', 'figma']","['c', 'firewall', 'node', 'embedded', 'docker', 'figma']","{'c': 5, 'firewall': 4, 'node': 3, 'embedded': 2, 'docker': 1, 'figma': 1}",2
c081,j032,devops engineer,"['docker', 'support', 'security', 'ux research', 'finance', 'marketing', 'seo', 'python']","['ml', 'networking', 'embedded']","{'ml': 5, 'networking': 4, 'embedded': 3}",3
c120,j024,ui/ux designer,"['ux research', 'sql', 'support']","['prototyping', 'networking', 'android', 'node']","{'prototyping': 5, 'networking': 4, 'android': 3, 'node': 2}",12
c075,j076,mobile developer,"['crm', 'figma', 'excel', 'sales']","['ops', 'figma', 'python', 'crm', 'networking', 'linux']","{'ops': 5, 'figma': 4, 'python': 3, 'crm': 2, 'networking': 1, 'linux': 1}",7
c067,j051,data scientist,"['accounting', 'java', 'cloud', 'networking', 'c', 'ops']","['sales', 'support', 'communication']","{'sales': 5, 'support': 4, 'communication': 3}",2
c042,j014,operations associate,"['docker', 'support']","['support', 'communication', 'seo', 'java', 'docker']","{'support': 5, 'communication': 4, 'seo': 3, 'java': 2, 'docker': 1}",4
c021,j197,network engineer,"['accounting', 'java', 'ios', 'ops', 'teamwork', 'seo', 'prototyping', 'node']","['node', 'seo']","{'node': 5, 'seo': 4}",1
c065,j157,devops engineer,"['excel', 'sales', 'sql', 'java', 'support', 'communication']","['communication', 'support']","{'communication': 5, 'support': 4}",4
c015,j048,marketing analyst,"['figma', 'docker', 'ops', 'networking', 'python', 'prototyping', 'accounting']","['communication', 'networking', 'prototyping', 'figma', 'docker', 'accounting']","{'communication': 5, 'networking': 4, 'prototyping': 3, 'figma': 2, 'docker': 1, 'accounting': 1}",2
c085,j032,customer support,"['security', 'crm', 'python', 'figma', 'react', 'finance', 'linux']","['crm', 'networking']","{'crm': 5, 'networking': 4}",1
c089,j121,hr coordinator,"['react', 'security', 'linux', 'marketing', 'python']","['linux', 'excel', 'security', 'python', 'react']","{'linux': 5, 'excel': 4, 'security': 3, 'python': 2, 'react': 1}",6
c005,j064,customer support,"['ios', 'python', 'sales', 'cloud', 'c', 'accounting', 'java', 'support']","['ux research', 'sales', 'accounting', 'java']","{'ux research': 5, 'sales': 4, 'accounting': 3, 'java': 2}",9
c036,j098,financial analyst,"['firewall', 'android', 'support', 'ops', 'sql']","['android', 'sql']","{'android': 5, 'sql': 4}",9
c043,j143,cybersecurity analyst,"['security', 'networking', 'marketing', 'finance', 'excel']","['networking', 'ux research', 'marketing', 'excel', 'finance']","{'networking': 5, 'ux research': 4, 'marketing': 3, 'excel': 2, 'finance': 1}",10
c142,j085,customer support,"['ml', 'firewall', 'seo', 'crm', 'cloud', 'docker', 'support', 'finance']","['networking', 'python', 'linux', 'android', 'accounting', 'java']","{'networking': 5, 'python': 4, 'linux': 3, 'android': 2, 'accounting': 1, 'java': 1}",6
c132,j129,software engineer,"['embedded', 'support', 'ios', 'node', 'networking', 'finance', 'excel']","['finance', 'networking', 'excel']","{'finance': 5, 'networking': 4, 'excel': 3}",1
c136,j149,data analyst,"['java', 'android', 'accounting', 'sql', 'support', 'prototyping']","['java', 'sql']","{'java': 5, 'sql': 4}",6
c019,j090,network engineer,"['crm', 'accounting', 'sql', 'python', 'communication', 'prototyping', 'docker']","['crm', 'seo', 'python']","{'crm': 5, 'seo': 4, 'python': 3}",9
c032,j157,cybersecurity analyst,"['prototyping', 'node', 'java']","['node', 'prototyping']","{'node': 5, 'prototyping': 4}",0
c187,j197,devops engineer,"['prototyping', 'node', 'react', 'marketing', 'android']","['ops', 'git', 'sales', 'android', 'networking', 'react']","{'ops': 5, 'git': 4, 'sales': 3, 'android': 2, 'networking': 1, 'react': 1}",8
c106,j070,ui/ux designer,"['git', 'figma']","['firewall', 'figma', 'git']","{'firewall': 5, 'figma': 4, 'git': 3}",12
c071,j153,software engineer,"['communication', 'teamwork', 'ops', 'node', 'support', 'excel', 'crm']","['react', 'cloud', 'python', 'sql']","{'react': 5, 'cloud': 4, 'python': 3, 'sql': 2}",10
c199,j091,ui/ux designer,"['docker', 'support', 'networking', 'python']","['ux research', 'support', 'networking', 'docker', 'accounting', 'python']","{'ux research': 5, 'support': 4, 'networking': 3, 'docker': 2, 'accounting': 1, 'python': 1}",1
c164,j194,ui/ux designer,"['accounting', 'support', 'ux research', 'finance', 'c', 'ops', 'react', 'figma']","['ops', 'accounting']","{'ops': 5, 'accounting': 4}",1
c108,j075,embedded engineer,"['python', 'accounting']","['accounting', 'marketing', 'ops', 'seo', 'embedded', 'docker']","{'accounting': 5, 'marketing': 4, 'ops': 3, 'seo': 2, 'embedded': 1, 'docker': 1}",2
c043,j090,mobile developer,"['ux research', 'cloud', 'android', 'git']","['figma', 'android', 'git', 'ux research', 'cloud', 'communication']","{'figma': 5, 'android': 4, 'git': 3, 'ux research': 2, 'cloud': 1, 'communication': 1}",5
c035,j056,operations associate,"['marketing', 'prototyping']","['marketing', 'prototyping', 'cloud', 'teamwork']","{'marketing': 5, 'prototyping': 4, 'cloud': 3, 'teamwork': 2}",0
c161,j027,ui/ux designer,"['ux research', 'sales', 'seo']","['sales', 'ux research', 'seo', 'crm']","{'sales': 5, 'ux research': 4, 'seo': 3, 'crm': 2}",4
c047,j088,embedded engineer,"['git', 'java', 'ios']","['firewall', 'java', 'embedded', 'cloud']","{'firewall': 5, 'java': 4, 'embedded': 3, 'cloud': 2}",8
c182,j138,network engineer,"['sql', 'docker']","['sales', 'docker', 'sql', 'ops', 'marketing']","{'sales': 5, 'docker': 4, 'sql': 3, 'ops': 2, 'marketing': 1}",3
c007,j118,hr coordinator,"['node', 'git', 'react', 'networking']","['react', 'embedded', 'networking']","{'react': 5, 'embedded': 4, 'networking': 3}",11
c037,j164,ui/ux designer,"['crm', 'linux', 'teamwork', 'networking', 'ml', 'java']","['linux', 'teamwork', 'support', 'crm', 'sales']","{'linux': 5, 'teamwork': 4, 'support': 3, 'crm': 2, 'sales': 1}",0
c157,j082,mobile developer,"['python', 'excel', 'teamwork', 'node', 'figma', 'docker', 'marketing']","['seo', 'c', 'react', 'sales', 'firewall']","{'seo': 5, 'c': 4, 'react': 3, 'sales': 2, 'firewall': 1}",2
c014,j135,hr coordinator,"['marketing', 'c', 'react', 'teamwork', 'java']","['teamwork', 'cloud', 'c']","{'teamwork': 5, 'cloud': 4, 'c': 3}",8
c154,j027,network engineer,"['accounting', 'python', 'git', 'embedded', 'c']","['ml', 'figma', 'cloud', 'sql']","{'ml': 5, 'figma': 4, 'cloud': 3, 'sql': 2}",3
c175,j103,customer support,"['python', 'support']","['docker', 'ml', 'python', 'git', 'support', 'c']","{'docker': 5, 'ml': 4, 'python': 3, 'git': 2, 'support': 1, 'c': 1}",3
c113,j072,financial analyst,"['android', 'ios', 'figma', 'networking', 'firewall', 'git']","['java', 'communication', 'ios']","{'java': 5, 'communication': 4, 'ios': 3}",11
c171,j106,customer support,"['git', 'react', 'marketing', 'prototyping', 'sales', 'embedded']","['sales', 'prototyping']","{'sales': 5, 'prototyping': 4}",8
c143,j192,cybersecurity analyst,"['ios', 'firewall', 'embedded', 'support', 'seo', 'android', 'java', 'node']","['seo', 'android', 'figma', 'node', 'firewall', 'support']","{'seo': 5, 'android': 4, 'figma': 3, 'node': 2, 'firewall': 1, 'support': 1}",3
c128,j050,ui/ux designer,"['java', 'ops', 'embedded']","['embedded', 'ops']","{'embedded': 5, 'ops': 4}",8
c112,j106,ui/ux designer,"['support', 'crm', 'sales', 'prototyping', 'ux research', 'react', 'linux']","['python', 'android', 'embedded']","{'python': 5, 'android': 4, 'embedded': 3}",3
c171,j035,marketing analyst,"['ops', 'ml', 'marketing', 'cloud']","['networking', 'node', 'support']","{'networking': 5, 'node': 4, 'support': 3}",0
c159,j083,software engineer,"['support', 'finance']","['excel', 'sales', 'support', 'python', 'docker', 'finance']","{'excel': 5, 'sales': 4, 'support': 3, 'python': 2, 'docker': 1, 'finance': 1}",12
c110,j129,customer support,"['sales', 'security']","['java', 'security', 'sales']","{'java': 5, 'security': 4, 'sales': 3}",8
c136,j042,network engineer,"['firewall', 'linux', 'node', 'figma', 'support', 'embedded', 'ops', 'excel']","['prototyping', 'support', 'accounting']","{'prototyping': 5, 'support': 4, 'accounting': 3}",1
c108,j078,product manager,"['python', 'android', 'crm', 'ops', 'finance', 'git']","['finance', 'android', 'figma', 'crm', 'git', 'prototyping']","{'finance': 5, 'android': 4, 'figma': 3, 'crm': 2, 'git': 1, 'prototyping': 1}",11
c149,j069,customer support,"['teamwork', 'android', 'sales', 'cloud', 'ml', 'excel', 'firewall']","['security', 'sql', 'ios', 'ops']","{'security': 5, 'sql': 4, 'ios': 3, 'ops': 2}",7
c095,j107,devops engineer,"['ops', 'react', 'linux', 'support']","['linux', 'ops']","{'linux': 5, 'ops': 4}",9
c127,j160,ui/ux designer,"['seo', 'sql', 'c', 'git', 'python', 'ux research']","['git', 'networking', 'finance', 'communication', 'prototyping']","{'git': 5, 'networking': 4, 'finance': 3, 'communication': 2, 'prototyping': 1}",4
c164,j009,cybersecurity analyst,"['linux', 'support', 'ml', 'crm', 'accounting', 'seo', 'c']","['crm', 'seo', 'linux', 'sales']","{'crm': 5, 'seo': 4, 'linux': 3, 'sales': 2}",6
c041,j180,financial analyst,"['ops', 'react', 'sql', 'android', 'java', 'docker', 'c']","['java', 'marketing', 'figma', 'finance']","{'java': 5, 'marketing': 4, 'figma': 3, 'finance': 2}",7
c180,j188,cybersecurity analyst,"['prototyping', 'react']","['firewall', 'finance', 'prototyping', 'python', 'react']","{'firewall': 5, 'finance': 4, 'prototyping': 3, 'python': 2, 'react': 1}",0
c045,j175,software engineer,"['seo', 'sql', 'support', 'networking', 'java', 'ios', 'node']","['marketing', 'ios', 'networking', 'sql']","{'marketing': 5, 'ios': 4, 'networking': 3, 'sql': 2}",6
c179,j111,devops engineer,"['c', 'android', 'support']","['crm', 'cloud', 'ux research', 'docker', 'python', 'finance']","{'crm': 5, 'cloud': 4, 'ux research': 3, 'docker': 2, 'python': 1, 'finance': 1}",6
c099,j076,devops engineer,"['accounting', 'security', 'node', 'c', 'marketing', 'figma', 'communication', 'support']","['ios', 'security', 'communication', 'c']","{'ios': 5, 'security': 4, 'communication': 3, 'c': 2}",3
c049,j167,data analyst,"['crm', 'security', 'accounting', 'ios', 'ml', 'embedded', 'ux research', 'firewall']","['excel', 'crm', 'security', 'ios', 'finance', 'networking']","{'excel': 5, 'crm': 4, 'security': 3, 'ios': 2, 'finance': 1, 'networking': 1}",11
c092,j049,network engineer,"['security', 'c', 'figma', 'ux research', 'node', 'sql']","['teamwork', 'ux research', 'sql', 'android']","{'teamwork': 5, 'ux research': 4, 'sql': 3, 'android': 2}",6
c063,j103,devops engineer,"['networking', 'accounting']","['networking', 'security', 'accounting']","{'networking': 5, 'security': 4, 'accounting': 3}",4
c184,j182,financial analyst,"['support', 'python', 'c']","['c', 'support', 'python']","{'c': 5, 'support': 4, 'python': 3}",4
c005,j089,data scientist,"['java', 'excel', 'finance', 'node', 'ios', 'react']","['crm', 'support', 'linux', 'git', 'sales']","{'crm': 5, 'support': 4, 'linux': 3, 'git': 2, 'sales': 1}",9
c156,j083,embedded engineer,"['sales', 'react']","['security', 'sales', 'react']","{'security': 5, 'sales': 4, 'react': 3}",10
c171,j005,devops engineer,"['node', 'android', 'finance', 'seo', 'security', 'networking', 'git']","['android', 'finance']","{'android': 5, 'finance': 4}",12
c177,j046,customer support,"['excel', 'teamwork', 'docker', 'react', 'embedded']","['react', 'docker', 'excel', 'node', 'embedded', 'teamwork']","{'react': 5, 'docker': 4, 'excel': 3, 'node': 2, 'embedded': 1, 'teamwork': 1}",10
c014,j075,customer support,"['support', 'git', 'docker', 'security', 'linux', 'crm', 'node']","['node', 'crm', 'security', 'linux']","{'node': 5, 'crm': 4, 'security': 3, 'linux': 2}",12
c025,j024,financial analyst,"['docker', 'teamwork', 'seo', 'git', 'security']","['prototyping', 'java', 'marketing']","{'prototyping': 5, 'java': 4, 'marketing': 3}",1
c100,j159,data scientist,"['ux research', 'prototyping', 'finance']","['ux research', 'finance', 'sql']","{'ux research': 5, 'finance': 4, 'sql': 3}",3
c111,j084,product manager,"['docker', 'finance', 'networking', 'figma']","['marketing', 'seo', 'android', 'accounting', 'c', 'sales']","{'marketing': 5, 'seo': 4, 'android': 3, 'accounting': 2, 'c': 1, 'sales': 1}",5
c166,j107,operations associate,"['networking', 'firewall', 'react', 'ux research', 'accounting', 'node']","['react', 'accounting', 'ux research', 'node', 'ml', 'firewall']","{'react': 5, 'accounting': 4, 'ux research': 3, 'node': 2, 'ml': 1, 'firewall': 1}",5
c172,j191,hr coordinator,"['excel', 'embedded', 'finance', 'docker', 'sql', 'react', 'ml', 'support']","['sql', 'security']","{'sql': 5, 'security': 4}",10
c064,j090,devops engineer,"['android', 'sales', 'seo']","['crm', 'figma']","{'crm': 5, 'figma': 4}",0
c179,j089,operations associate,"['finance', 'ios', 'accounting']","['security', 'c', 'sql', 'firewall', 'docker', 'communication']","{'security': 5, 'c': 4, 'sql': 3, 'firewall': 2, 'docker': 1, 'communication': 1}",8
c003,j003,ui/ux designer,"['support', 'java', 'accounting']","['accounting', 'support', 'c', 'prototyping', 'sql', 'java']","{'accounting': 5, 'support': 4, 'c': 3, 'prototyping': 2, 'sql': 1, 'java': 1}",7
c110,j025,operations associate,"['crm', 'seo', 'git', 'networking', 'sql', 'java', 'python']","['git', 'java', 'sql', 'crm', 'seo', 'python']","{'git': 5, 'java': 4, 'sql': 3, 'crm': 2, 'seo': 1, 'python': 1}",11
c021,j117,financial analyst,"['communication', 'support', 'ops', 'finance', 'sales', 'crm']","['networking', 'excel', 'linux']","{'networking': 5, 'excel': 4, 'linux': 3}",6
c111,j107,devops engineer,"['support', 'android', 'finance', 'embedded', 'excel', 'react', 'ops']","['android', 'embedded', 'ops']","{'android': 5, 'embedded': 4, 'ops': 3}",1
c026,j006,ui/ux designer,"['teamwork', 'ops', 'seo', 'marketing', 'ml', 'android', 'finance', 'sales']","['seo', 'marketing', 'ml', 'accounting']","{'seo': 5, 'marketing': 4, 'ml': 3, 'accounting': 2}",12
c181,j081,embedded engineer,"['ios', 'c']","['support', 'ios', 'c', 'java', 'embedded']","{'support': 5, 'ios': 4, 'c': 3, 'java': 2, 'embedded': 1}",0
c199,j042,ui/ux designer,"['finance', 'ops', 'seo']","['node', 'seo', 'ops', 'finance']","{'node': 5, 'seo': 4, 'ops': 3, 'finance': 2}",3
c112,j155,mobile developer,"['finance', 'sql', 'seo', 'ux research', 'docker', 'c', 'networking']","['docker', 'c', 'sql']","{'docker': 5, 'c': 4, 'sql': 3}",6
c092,j176,cybersecurity analyst,"['marketing', 'docker', 'seo']","['seo', 'docker', 'marketing']","{'seo': 5, 'docker': 4, 'marketing': 3}",11
c153,j037,operations associate,"['linux', 'support', 'java']","['support', 'java', 'android', 'linux', 'ops', 'accounting']","{'support': 5, 'java': 4, 'android': 3, 'linux': 2, 'ops': 1, 'accounting': 1}",1
c088,j033,operations associate,"['marketing', 'prototyping', 'accounting']","['ios', 'crm', 'sales', 'ops', 'support', 'sql']","{'ios': 5, 'crm': 4, 'sales': 3, 'ops': 2, 'support': 1, 'sql': 1}",9
c030,j179,network engineer,"['linux', 'support', 'react', 'sql', 'seo', 'ml']","['react', 'prototyping', 'ml', 'linux']","{'react': 5, 'prototyping': 4, 'ml': 3, 'linux': 2}",6
c011,j087,hr coordinator,"['java', 'sales', 'support', 'networking', 'c', 'figma']","['figma', 'networking', 'support', 'sales']","{'figma': 5, 'networking': 4, 'support': 3, 'sales': 2}",10
c083,j197,product manager,"['linux', 'c']","['node', 'ux research', 'git', 'c', 'linux']","{'node': 5, 'ux research': 4, 'git': 3, 'c': 2, 'linux': 1}",9
c165,j090,cybersecurity analyst,"['prototyping', 'networking', 'figma', 'communication']","['ml', 'node', 'android', 'firewall']","{'ml': 5, 'node': 4, 'android': 3, 'firewall': 2}",11
c157,j193,product manager,"['python', 'node', 'finance', 'support', 'crm']","['ml', 'git', 'embedded', 'ux research', 'python', 'marketing']","{'ml': 5, 'git': 4, 'embedded': 3, 'ux research': 2, 'python': 1, 'marketing': 1}",10
c123,j175,network engineer,"['security', 'networking', 'ios', 'react', 'embedded', 'java', 'marketing', 'firewall']","['c', 'security', 'firewall']","{'c': 5, 'security': 4, 'firewall': 3}",10
c008,j029,devops engineer,"['networking', 'teamwork']","['teamwork', 'seo', 'linux', 'cloud', 'networking', 'ios']","{'teamwork': 5, 'seo': 4, 'linux': 3, 'cloud': 2, 'networking': 1, 'ios': 1}",1
c051,j120,devops engineer,"['marketing', 'communication', 'embedded', 'ml']","['ml', 'communication', 'security', 'marketing', 'teamwork', 'embedded']","{'ml': 5, 'communication': 4, 'security': 3, 'marketing': 2, 'teamwork': 1, 'embedded': 1}",0
c117,j057,data scientist,"['crm', 'prototyping', 'marketing']","['node', 'security', 'ops']","{'node': 5, 'security': 4, 'ops': 3}",11
c186,j197,product manager,"['cloud', 'accounting', 'embedded', 'figma', 'support', 'git', 'prototyping']","['linux', 'support', 'prototyping', 'cloud', 'embedded']","{'linux': 5, 'support': 4, 'prototyping': 3, 'cloud': 2, 'embedded': 1}",3
c147,j145,ui/ux designer,"['support', 'react', 'docker', 'ios', 'linux', 'node']","['react', 'ml', 'linux', 'figma', 'docker', 'support']","{'react': 5, 'ml': 4, 'linux': 3, 'figma': 2, 'docker': 1, 'support': 1}",5
c168,j078,financial analyst,"['linux', 'android', 'git', 'sql', 'python', 'ux research']","['ios', 'prototyping', 'docker']","{'ios': 5, 'prototyping': 4, 'docker': 3}",12
c101,j189,operations associate,"['react', 'teamwork']","['react', 'finance', 'support', 'excel', 'prototyping', 'teamwork']","{'react': 5, 'finance': 4, 'support': 3, 'excel': 2, 'prototyping': 1, 'teamwork': 1}",6
c179,j009,embedded engineer,"['seo', 'cloud', 'prototyping', 'finance', 'embedded', 'figma']","['embedded', 'finance', 'c', 'sales', 'android']","{'embedded': 5, 'finance': 4, 'c': 3, 'sales': 2, 'android': 1}",9
c160,j066,mobile developer,"['ml', 'firewall', 'sql', 'ios']","['ml', 'sql']","{'ml': 5, 'sql': 4}",9
c073,j097,cybersecurity analyst,"['sales', 'cloud', 'android', 'c', 'accounting', 'finance']","['cloud', 'git', 'sales', 'android']","{'cloud': 5, 'git': 4, 'sales': 3, 'android': 2}",5
c053,j132,marketing analyst,"['marketing', 'node']","['node', 'linux', 'react', 'ml']","{'node': 5, 'linux': 4, 'react': 3, 'ml': 2}",12
c153,j106,embedded engineer,"['react', 'sales', 'support', 'communication', 'node', 'git']","['communication', 'git', 'sales', 'crm']","{'communication': 5, 'git': 4, 'sales': 3, 'crm': 2}",9
c168,j118,network engineer,"['security', 'git', 'ml', 'accounting', 'support', 'java', 'figma', 'cloud']","['seo', 'react', 'android', 'firewall']","{'seo': 5, 'react': 4, 'android': 3, 'firewall': 2}",8
c059,j047,hr coordinator,"['accounting', 'crm', 'sales', 'figma', 'c', 'ml', 'security']","['ml', 'ux research']","{'ml': 5, 'ux research': 4}",5
c038,j116,software engineer,"['ios', 'teamwork', 'node']","['node', 'ios', 'teamwork']","{'node': 5, 'ios': 4, 'teamwork': 3}",6
c123,j087,product manager,"['crm', 'finance', 'linux', 'figma', 'marketing', 'ops']","['communication', 'embedded', 'sales', 'ios']","{'communication': 5, 'embedded': 4, 'sales': 3, 'ios': 2}",9
c014,j088,software engineer,"['communication', 'prototyping', 'python', 'react', 'ops']","['ops', 'prototyping', 'teamwork', 'networking', 'python']","{'ops': 5, 'prototyping': 4, 'teamwork': 3, 'networking': 2, 'python': 1}",7
c064,j177,marketing analyst,"['security', 'teamwork', 'python']","['teamwork', 'security', 'python', 'java']","{'teamwork': 5, 'security': 4, 'python': 3, 'java': 2}",11
c106,j077,embedded engineer,"['ml', 'embedded']","['embedded', 'prototyping', 'ios', 'ml', 'seo', 'sales']","{'embedded': 5, 'prototyping': 4, 'ios': 3, 'ml': 2, 'seo': 1, 'sales': 1}",3
c005,j014,product manager,"['android', 'python']","['android', 'python', 'docker']","{'android': 5, 'python': 4, 'docker': 3}",1
c081,j106,product manager,"['docker', 'python', 'cloud', 'ops', 'figma']","['figma', 'cloud']","{'figma': 5, 'cloud': 4}",12
c085,j091,data analyst,"['networking', 'finance', 'ops', 'support', 'python', 'communication']","['support', 'react', 'security', 'python']","{'support': 5, 'react': 4, 'security': 3, 'python': 2}",7
c127,j176,embedded engineer,"['support', 'cloud', 'accounting', 'git', 'communication', 'java', 'embedded', 'linux']","['embedded', 'java', 'linux', 'accounting', 'git']","{'embedded': 5, 'java': 4, 'linux': 3, 'accounting': 2, 'git': 1}",6
c194,j031,embedded engineer,"['docker', 'java', 'communication', 'react', 'c', 'networking', 'firewall', 'cloud']","['node', 'networking', 'c', 'support', 'firewall', 'android']","{'node': 5, 'networking': 4, 'c': 3, 'support': 2, 'firewall': 1, 'android': 1}",1
c191,j164,mobile developer,"['ops', 'seo', 'cloud', 'networking', 'c']","['android', 'marketing', 'python', 'finance', 'firewall', 'figma']","{'android': 5, 'marketing': 4, 'python': 3, 'finance': 2, 'firewall': 1, 'figma': 1}",10
c103,j019,customer support,"['excel', 'sql', 'teamwork']","['excel', 'sql', 'ops', 'embedded', 'teamwork', 'figma']","{'excel': 5, 'sql': 4, 'ops': 3, 'embedded': 2, 'teamwork': 1, 'figma': 1}",1
c124,j100,customer support,"['docker', 'networking', 'communication']","['networking', 'docker', 'communication', 'embedded', 'android', 'figma']","{'networking': 5, 'docker': 4, 'communication': 3, 'embedded': 2, 'android': 1, 'figma': 1}",2
c177,j082,devops engineer,"['ops', 'python', 'sql', 'support', 'docker', 'linux']","['docker', 'support']","{'docker': 5, 'support': 4}",0
c027,j191,customer support,"['java', 'seo']","['seo', 'support']","{'seo': 5, 'support': 4}",4
c051,j092,operations associate,"['firewall', 'support']","['support', 'firewall', 'sales']","{'support': 5, 'firewall': 4, 'sales': 3}",0
c141,j114,mobile developer,"['java', 'support', 'android', 'git', 'ux research', 'networking', 'firewall']","['git', 'firewall']","{'git': 5, 'firewall': 4}",1
c116,j187,data scientist,"['excel', 'sql', 'ops', 'node', 'embedded', 'firewall']","['git', 'node', 'excel', 'sql', 'ops']","{'git': 5, 'node': 4, 'excel': 3, 'sql': 2, 'ops': 1}",1
c022,j016,devops engineer,"['ml', 'security', 'accounting']","['accounting', 'ml', 'seo', 'docker', 'security']","{'accounting': 5, 'ml': 4, 'seo': 3, 'docker': 2, 'security': 1}",7
c013,j147,hr coordinator,"['figma', 'embedded', 'ios', 'support', 'seo']","['ios', 'embedded', 'networking', 'support', 'seo', 'figma']","{'ios': 5, 'embedded': 4, 'networking': 3, 'support': 2, 'seo': 1, 'figma': 1}",0
c044,j113,hr coordinator,"['accounting', 'embedded', 'support', 'crm', 'linux', 'android']","['embedded', 'crm', 'linux']","{'embedded': 5, 'crm': 4, 'linux': 3}",7
c198,j039,financial analyst,"['security', 'embedded', 'android', 'firewall']","['sales', 'communication', 'embedded', 'docker', 'excel']","{'sales': 5, 'communication': 4, 'embedded': 3, 'docker': 2, 'excel': 1}",2
c002,j150,mobile developer,"['support', 'prototyping', 'figma', 'crm', 'react', 'cloud', 'android']","['android', 'support']","{'android': 5, 'support': 4}",1
c163,j053,ui/ux designer,"['security', 'ux research']","['docker', 'java', 'react', 'cloud']","{'docker': 5, 'java': 4, 'react': 3, 'cloud': 2}",9
c054,j180,product manager,"['c', 'embedded', 'excel', 'crm', 'java', 'git']","['c', 'ios', 'embedded', 'excel', 'java']","{'c': 5, 'ios': 4, 'embedded': 3, 'excel': 2, 'java': 1}",12
c038,j061,embedded engineer,"['support', 'accounting', 'finance', 'docker', 'firewall', 'embedded']","['accounting', 'sql', 'firewall', 'docker', 'finance']","{'accounting': 5, 'sql': 4, 'firewall': 3, 'docker': 2, 'finance': 1}",10
c057,j051,hr coordinator,"['crm', 'prototyping', 'ml']","['prototyping', 'node', 'crm', 'android', 'marketing', 'ml']","{'prototyping': 5, 'node': 4, 'crm': 3, 'android': 2, 'marketing': 1, 'ml': 1}",4
c016,j080,devops engineer,"['ml', 'cloud', 'ux research', 'marketing', 'git', 'sql']","['cloud', 'marketing', 'ux research']","{'cloud': 5, 'marketing': 4, 'ux research': 3}",1
